senderID,amount,transactionDate,hasMemo,receiverID,senderAcctTenure,receiverAcctTenure,transactionType,transactionDistance,fraud
11143,122.61,20220507,1,90028,981,742,Gift,18.7,0
75542,35.98,20220109,1,98714,60,124,Bill,7.02,0
82767,78.35,20220524,1,90028,612,742,Gift,1.32,0
70327,21.67,20221005,1,97761,581,336,,18.31,0
59874,8.69,20220101,0,99491,34,986,,4.25,0
35414,60.41,20220824,1,99518,341,859,Bill,28.53,0
72091,120.11,20220910,0,97821,533,720,Bill,30.08,0
25391,176.55,20220421,0,95577,805,597,Bill,0.48,0
53885,67.51,20221001,1,90943,602,43,Bill,30.83,0
54879,186.29,20220829,1,98873,999,794,Gift,26.37,0
23724,1.23,20220622,1,98880,268,1006,Gift,16.38,0
75542,95.18,20220906,0,95613,60,99,Personal,19.43,0
59785,78.72,20220623,0,93241,445,906,Personal,22.11,0
78082,60.13,20220215,0,91258,246,73,Bill,29.12,1
51148,38.8,20220320,0,92763,432,941,Bill,17.9,0
88960,48.51,20220315,0,91863,1035,941,Bill,18.4,0
57951,86.7,20221118,0,98079,1072,168,,23.16,0
27343,125.61,20220904,0,98873,412,794,Bill,4.82,0
27480,85.28,20221116,0,97744,291,135,Bill,6.63,0
42105,43.33,20220710,1,98329,986,232,Personal,9.86,0
72091,211.83,20220308,1,98838,533,245,Gift,3.63,0
24340,6.87,20220530,0,94387,449,673,Bill,10.53,0
21343,23.55,20221122,0,91115,824,947,,12.59,0
79088,2.8,20220627,0,98937,93,1052,Personal,39.73,0
46502,28.46,20220807,1,95223,147,543,Personal,15.11,0
54879,17.36,20220130,1,91935,999,89,Personal,6.84,0
42105,144.49,20221202,1,98531,986,554,Personal,21.83,0
73787,186.58,20221112,1,98406,299,662,Bill,4.28,0
54794,377.7,20221127,1,96176,595,779,Bill,7.14,0
72623,155.05,20220121,1,90864,120,1077,Personal,11.49,1
68306,44.48,20220106,0,95238,124,533,Gift,21.49,0
54347,161.18,20220305,1,94245,69,736,Bill,24.38,0
80829,200.55,20221214,0,96120,229,661,Personal,10.54,0
31634,130.94,20220717,1,99277,742,829,Bill,9.7,0
51457,56.7,20220731,0,99807,1032,223,Personal,10.95,0
87695,128.24,20220607,0,98329,997,232,Bill,19.95,0
85766,10.51,20220324,0,95517,130,538,Gift,29.42,0
82767,40.24,20220813,1,90373,612,480,Bill,38.24,0
23728,37.13,20221110,1,94482,699,,Bill,18.31,0
74400,261.72,20220305,0,97673,1077,152,Personal,0.95,0
83700,373.93,20221012,0,96454,662,800,Bill,31.21,0
79748,83.8,20220213,0,98880,262,1006,Gift,24.56,0
50495,12.38,20221119,1,98243,392,303,Gift,6.2,0
61197,43.16,20220713,0,93164,543,1052,Bill,41.46,0
54347,2.71,20220407,0,90232,69,320,Bill,15.71,0
30737,97.9,20220611,1,95206,384,781,Bill,50.22,1
34250,15.54,20220710,0,97251,200,124,Bill,26.76,0
15330,6.99,20220107,1,92366,193,262,Personal,4.03,0
75951,263.43,20220204,0,96773,751,672,Bill,28.6,0
66323,148.4,20220203,0,91300,837,903,Personal,1.13,0
20391,191.35,20221015,0,93761,549,527,Personal,3.91,0
25235,58.45,20220514,1,97761,320,336,Gift,21.58,0
27827,20.79,20221212,0,91925,,700,Bill,8.11,0
23235,4.27,20220112,0,95493,239,526,Bill,4.02,0
86601,52.54,20220531,0,98721,833,514,Personal,0.14,0
29831,135.92,20220927,0,94245,820,736,Bill,5.05,0
80154,111.63,20220825,1,96297,281,113,Bill,1.51,0
30202,71.1,20220423,1,95550,152,997,Bill,,0
31503,8.61,20220303,0,91381,475,789,Personal,11.17,0
61735,224.08,20220403,0,99518,413,859,Personal,34.79,0
69388,194.07,20221107,0,97272,401,894,Personal,9.71,1
44732,55.36,20220101,1,96515,829,340,Bill,6.11,0
29789,27.51,20220408,0,95154,378,916,Personal,6.24,0
75414,1022.33,20220324,0,99807,340,223,,3.19,1
21343,130.56,20221026,1,94007,824,65,Personal,15.05,0
82767,156.76,20220621,0,95730,612,268,Bill,1.42,0
26271,30.5,20220913,1,96454,617,800,Personal,457.51,0
54145,50.35,20220101,0,93080,322,407,Personal,17.69,0
55608,46.86,20220507,0,94309,794,130,Personal,9.67,0
63354,118.42,20220109,1,97804,856,599,Gift,21.47,0
61197,103.4,20220925,0,99922,543,637,Personal,27.04,0
31503,216.08,20220724,1,99518,475,859,Personal,21.6,0
16099,119.78,20220709,0,96120,799,661,Bill,27.07,0
86271,94.01,20220816,0,90868,570,814,Gift,11.12,0
86952,73.72,20220516,0,94509,792,619,,0.31,0
61197,81.23,20220820,1,98880,543,1006,Bill,15.56,0
57855,109.86,20220306,0,95730,677,268,Bill,3.38,0
77586,24.55,20221105,0,90028,140,742,Gift,7.18,0
56742,28.34,20220117,1,96307,253,827,Personal,33.99,0
34250,65.77,20220818,0,96851,200,534,Personal,3.11,0
64623,57.7,20220517,0,98329,887,232,Bill,1.79,0
42666,146.04,20220223,0,94509,114,619,Personal,20.75,0
47108,42.97,20221006,0,93619,1063,233,Bill,32.38,0
35414,61.32,20220521,0,91863,341,941,Bill,5.3,0
20650,84.63,20220203,0,93964,326,97,Gift,3.52,0
83055,17.38,20220517,0,94408,73,608,Bill,6.27,0
88828,223.85,20220822,1,96515,713,340,Personal,14.68,0
70893,141.28,20220819,0,94509,223,619,,3.32,0
31640,104.06,20220114,0,98878,245,593,Bill,4.85,0
41982,30.44,20221230,0,98406,679,662,Personal,1.39,1
43981,85.5,20220604,0,96925,1080,570,Bill,7.2,0
45577,114.6,20220904,1,95511,1006,158,Bill,12.84,0
65918,18.94,20220309,1,96120,925,661,Personal,29.1,0
22398,8.88,20221208,1,97119,764,860,Gift,3.55,0
70893,48.66,20221113,1,93761,223,527,Bill,16.45,0
14035,49.66,20220828,0,98167,249,321,Personal,4.79,0
63566,72.64,20220204,1,93317,996,291,Bill,21.73,1
86952,32.42,20220510,1,94567,792,918,Bill,4.05,0
87998,123.4,20220618,0,94412,354,225,Gift,5.63,0
61736,16.71,20220716,1,91258,648,73,Bill,14.96,0
18050,103.14,20220706,1,92352,60,278,Personal,28.54,0
15188,15.07,20221116,0,97761,726,336,Bill,13.86,1
74400,140.06,20221029,1,96428,1077,717,Gift,3.14,0
57951,117.25,20221028,0,94387,1072,673,Personal,23.59,0
88598,76.69,20220309,0,98683,543,730,Bill,16.43,0
86601,45.1,20220104,0,98425,833,789,Personal,6.33,0
50501,143.35,20220606,0,92702,666,399,Personal,0.31,0
66381,140.28,20221004,1,94245,114,736,Bill,20.67,0
12925,190.95,20220714,0,92196,334,438,Bill,42.52,0
31634,168.01,20220616,0,93544,742,797,Personal,18.8,0
34981,28.53,20221008,1,96875,432,845,Gift,3.73,0
27223,43.81,20221016,1,95809,915,666,Personal,7.05,0
62092,144.18,20220218,0,93164,223,1052,Bill,36.92,0
74819,48.17,20220123,0,90998,621,449,Personal,15.48,0
88815,224.23,20220327,0,98168,432,241,Personal,19.09,0
49877,29.67,20221124,1,94512,672,1093,Gift,20.44,0
39949,71.64,20220926,1,97744,267,135,Bill,21.44,0
76903,147.58,20220915,0,95154,402,916,Gift,2.16,0
83055,160.89,20220624,0,99329,73,526,Personal,9.98,0
71224,5.52,20221210,1,92949,63,808,Bill,55.08,0
34198,33.66,20220828,0,95636,808,183,Personal,2.71,0
71224,7.64,20220223,0,94092,63,80,Bill,32.4,1
88960,142.01,20220527,1,97339,1035,951,Gift,15.85,0
59294,69.73,20220921,0,96698,526,476,Personal,1.19,0
23737,25.64,20220401,1,93164,631,1052,Personal,36.85,0
40339,150.45,20220610,0,97662,1067,412,Gift,19.33,0
27223,144.96,20221001,0,95550,915,997,Personal,1.81,0
40672,60.46,20221106,1,93916,1029,1071,Personal,1.07,0
16571,45.1,20220827,0,92233,119,797,Personal,5.37,0
40339,35.41,20220528,0,90609,1067,271,Gift,2.58,0
38179,113.97,20220610,0,98838,894,245,Bill,7.85,0
84054,13.63,20221007,1,98771,172,417,Personal,9.98,0
68306,65.09,20220601,0,95613,124,99,Gift,13.74,0
50600,134.31,20220511,1,92796,388,725,Bill,1.49,0
85766,65.8,20220729,1,94512,130,1093,Bill,7.37,0
34250,145.9,20220603,0,97665,200,94,Bill,12.93,0
22586,139.2,20220319,0,91904,218,516,Personal,10.02,0
42276,5.08,20220409,1,98283,847,233,Personal,19.1,0
46392,93.26,20220217,1,98079,439,168,Gift,10.28,0
55101,129.07,20220203,0,98167,377,321,Personal,42.39,0
67238,67.03,20220402,0,90237,407,918,Bill,12.95,0
51457,72.3,20220111,1,96307,1032,827,Bill,12.56,0
37117,122.11,20220816,1,90244,783,996,Bill,16.95,0
59874,118.87,20220423,1,96967,34,643,Bill,15.11,0
23737,94.68,20220105,1,93761,631,527,Personal,29.28,0
55852,5.33,20220319,1,95013,942,993,Bill,14.82,0
75560,62.56,20220206,0,99922,605,637,,20.59,0
48197,94.2,20220505,0,97662,225,412,Personal,14.19,0
24515,1.61,20220609,0,95577,144,597,Bill,8.36,0
71467,52.13,20220814,0,98838,599,245,Personal,17.44,0
59874,12.98,20220315,0,94007,34,65,Gift,1.69,0
58066,78.08,20220114,1,98099,556,320,Bill,12.36,0
47864,100.2,20221229,1,96459,863,788,Personal,14.85,0
77586,22.75,20220330,0,99679,140,445,Bill,4.45,0
44453,35.42,20220116,1,98493,407,498,Personal,26.85,0
12925,11.27,20220501,0,90873,334,491,Gift,15.82,0
53402,150.34,20220804,1,91115,476,947,Bill,2.04,1
70776,200.8,20220424,0,90873,320,491,Personal,51.45,1
81654,0.54,20221127,1,99214,442,840,,1.73,0
48621,90.56,20220405,0,93964,271,97,Gift,6.44,1
86199,258.69,20220615,1,94398,399,408,Bill,21.33,0
79789,83.08,20220409,1,90868,1044,814,Personal,11.24,0
47888,212.4,20220307,0,92024,943,20,Personal,23.84,0
19658,80.94,20220419,0,99035,527,16,Gift,15.31,1
54145,194.02,20220401,0,94260,322,354,Personal,1.51,0
72126,191.81,20220915,0,98244,907,432,Bill,8.04,1
85021,35.23,20220819,0,98937,854,1052,Bill,6.33,0
31640,74.44,20220817,0,92024,245,20,,11.72,0
13050,10.27,20220817,0,93916,80,1071,Personal,3.47,0
81115,6.08,20220423,0,96925,394,570,Bill,19.13,0
89966,78.25,20220914,0,90244,528,996,Gift,16.68,0
29994,61.17,20220913,1,94245,344,736,Bill,11.98,0
54794,114.91,20220910,1,95730,595,268,Bill,3.24,0
38483,36.26,20220225,0,94512,185,1093,Personal,6.78,1
75560,42.78,20221124,1,97804,605,599,Gift,7.73,0
23724,67.1,20220107,1,99035,268,16,Bill,3.69,0
22963,155.85,20220612,1,96120,652,661,Bill,14.55,0
46502,1.69,20221227,1,97308,147,246,Bill,15.15,0
16571,213.15,20221215,1,98365,119,273,Gift,15.38,0
77848,140.58,20221206,0,94387,397,673,,20.55,0
67238,121.8,20220824,0,95613,407,99,Personal,31.15,0
47888,221.23,20220809,1,93806,943,788,Bill,10.17,0
62974,263.79,20220816,0,98658,884,434,Bill,16.89,0
69405,44.94,20220527,0,97374,779,90,,0.76,0
40672,154.19,20220402,1,97744,1029,135,Personal,0.71,0
53885,29.07,20220214,0,94567,602,918,Personal,12.85,0
48197,18.52,20220821,1,97662,225,412,Bill,22.88,0
12925,4.23,20220128,1,94408,334,608,,7.28,0
66814,32.39,20220516,0,95577,97,597,,4.13,0
26271,72.03,20221122,0,96773,617,672,,14.85,0
75414,240.92,20220811,1,96773,340,672,Personal,0.41,1
58229,69.45,20220202,0,97662,153,412,,19.47,0
38954,58.1,20221003,0,97348,593,477,Gift,41.29,1
72445,30.94,20221220,1,90742,356,1032,Bill,17.15,0
34561,193.99,20221224,0,91371,505,884,Bill,38.03,0
59403,52.49,20220317,0,90244,792,996,Bill,15.33,0
88940,130.92,20221118,0,99518,760,859,Bill,31.85,1
43104,49.08,20221003,1,99230,639,792,Gift,35.41,0
17268,157.1,20220118,0,95493,797,526,,27.98,0
89766,216.65,20220202,1,93772,840,624,Bill,13.21,0
51272,139.27,20220319,1,94509,336,619,Gift,18.57,0
70893,12.23,20221024,0,94715,223,224,Gift,1.29,0
80887,207.48,20220303,1,92346,779,325,Bill,0.49,0
52745,110.48,20221126,1,98804,716,602,Bill,17.29,0
88960,197.78,20221003,1,98365,1035,273,Personal,11.95,0
23235,188.87,20221221,1,98365,239,273,Gift,21.26,0
62218,20.55,20221004,1,96773,628,672,Personal,18.82,0
45512,37.39,20220701,1,98365,643,273,Bill,4.63,0
34981,54.33,20220501,1,95440,432,34,Personal,55.65,0
12959,48.63,20221119,1,95809,881,666,Bill,10.38,0
10684,304.39,20220304,0,93619,397,233,Bill,5.46,0
85119,171.32,20221027,1,95550,103,997,Personal,15.06,0
77848,16.85,20220411,1,94512,397,1093,Personal,35.34,0
74819,117.11,20220819,1,94309,621,130,Bill,1.19,0
77847,104.23,20220125,0,93164,789,1052,Gift,3.18,1
86442,17.02,20220902,0,98365,347,273,Bill,7.7,0
24171,136.72,20220212,1,99518,514,859,Gift,16.76,0
81371,195.43,20220211,1,94509,819,619,Bill,27.76,0
18365,70.69,20221224,0,91577,278,654,Bill,2.39,0
22586,42.91,20220424,1,95154,218,916,,7.86,0
88598,0.1,20221129,1,95169,543,429,Bill,17.92,0
16788,62.65,20220413,0,96454,548,800,Bill,7.95,0
79789,7.03,20220316,1,98079,1044,168,Bill,8.76,1
34981,104.19,20220302,0,93964,432,97,Gift,29.89,0
20279,45.03,20221120,0,90873,1071,491,Gift,13.14,1
33222,15.78,20221109,1,98079,83,168,,37.52,0
34900,120.12,20220326,1,95511,517,158,,23.23,0
59294,83.87,20220503,0,94309,526,130,Bill,6.64,0
83421,76.83,20220914,1,97761,661,336,Bill,33.73,1
34562,88.46,20220610,0,94309,1003,130,Bill,3.93,0
40339,142.06,20220921,1,95527,1067,402,Bill,17.81,0
40438,74.54,20220731,1,91863,814,941,Bill,7.21,0
86899,107.11,20221105,1,94398,1006,408,Personal,0.33,0
71979,72.96,20220220,0,98168,705,241,Bill,12.6,1
45512,45.25,20220503,1,93005,643,83,Bill,0.36,0
55101,230.8,20220202,0,99518,377,859,,21.61,0
64760,54.22,20220209,0,94715,262,224,Bill,6.53,0
54879,23.49,20220306,1,91224,999,996,Gift,11.21,0
31202,79.81,20220910,1,92421,322,570,Personal,21.4,0
64623,76.91,20220801,0,92364,887,342,Bill,9.78,0
12925,10.53,20221021,0,91666,334,49,Personal,5.2,0
16049,9.16,20220811,0,98283,902,233,Bill,6.36,0
85021,152.23,20221214,0,90028,854,742,Bill,13.81,0
89524,64.97,20220822,0,95577,1076,597,Bill,33.79,0
13064,5.85,20221018,0,93544,384,797,Personal,1.23,0
42322,9.77,20220502,1,94397,1062,726,Bill,2.34,0
55608,119.12,20220818,1,95730,794,268,Bill,11.99,0
17959,249.77,20221006,0,97744,881,135,Bill,35.18,0
39949,37.04,20220314,1,96428,267,717,Personal,19.01,0
62974,75.26,20221118,1,92880,884,1062,Personal,12.88,0
80154,67.94,20220910,0,98838,281,245,Bill,19.85,0
60174,80.28,20221119,1,98937,52,1052,Personal,10.27,0
41199,9.15,20220101,1,96925,607,570,Bill,30.85,0
37809,7.21,20220719,0,91115,538,947,Personal,19.87,0
11221,33.4,20220225,0,98937,139,1052,Bill,20.23,1
43792,4.65,20220617,0,98804,943,602,Personal,7.6,0
84994,67.78,20220819,0,98406,348,662,Bill,17.57,1
59403,107.82,20220909,1,90998,792,449,Personal,17.18,0
80829,12.52,20220616,0,92366,229,262,Personal,5.05,0
79799,134.27,20221225,0,91017,427,595,Bill,40.03,1
55499,48.84,20220608,0,96459,860,788,Personal,2.75,0
16904,61.87,20220721,0,98517,838,427,Bill,18.1,0
62892,4.87,20220903,0,90563,1073,229,Bill,14.15,0
16411,12.38,20221003,0,90719,717,166,Gift,3.68,0
20684,152.29,20220905,0,98771,372,417,Bill,23.61,0
52530,3.72,20220601,0,91381,1052,789,Personal,15.44,0
51457,29.81,20220218,0,95784,1032,1049,,1.89,0
59676,96.54,20220811,0,95636,612,183,Personal,19.27,0
50424,260.64,20221125,0,92880,93,1062,Personal,7.8,0
19877,136.35,20220430,0,94956,118,303,Bill,0.9,0
88960,153.78,20220901,0,97761,1035,336,Personal,10.13,0
85766,22.26,20220403,0,92151,130,1029,Personal,4.03,0
61107,152.38,20220316,0,90609,611,271,Gift,0.5,1
37117,19.02,20220420,0,92346,783,325,Bill,20.01,0
25391,190.97,20220311,0,90028,805,742,Gift,28.28,0
71819,35.65,20221228,0,93164,98,1052,Bill,24.37,1
72091,145.52,20220201,0,90873,533,491,Bill,14.48,0
27134,80.82,20220115,0,90801,817,817,Bill,1.92,0
48621,63.16,20221230,1,93964,271,97,Personal,16.33,0
87630,18.23,20220512,0,97804,721,599,Bill,9.13,0
86952,66.96,20220208,0,94398,792,408,Gift,23.91,0
45512,73.96,20221114,0,95577,643,597,Personal,22.37,0
76903,26.59,20221226,1,98658,402,434,Bill,8.35,0
87861,16.6,20221029,1,94245,341,736,Personal,19.99,1
47888,99.86,20220727,1,95537,943,488,Bill,13.47,0
12959,50.42,20220701,0,90719,881,166,Gift,3.33,0
13064,0.88,20220905,1,90873,384,491,Gift,31.86,0
60174,70.24,20220323,1,96307,52,827,Gift,3.02,0
89524,94.71,20220324,0,99518,1076,859,Bill,16.44,0
35414,43.36,20220510,1,98873,341,794,Bill,12.66,0
51148,79.71,20220218,0,94007,432,65,Personal,18.23,0
75293,189.93,20220321,1,94715,440,224,,5.58,0
57496,5.19,20220623,0,96502,225,666,Personal,5.54,0
10684,95.97,20230101,1,96773,397,672,,34.82,0
22586,121.93,20220414,0,91863,218,941,,4.75,0
17731,63.58,20220812,0,90868,637,814,Personal,20.82,0
60174,77.4,20220408,0,97374,52,90,Personal,8.71,0
14737,111.45,20220501,0,93860,76,837,,42.9,0
79799,24.1,20220408,1,99410,427,636,Bill,9.51,0
33222,21.84,20221202,1,98838,83,245,Bill,6.73,0
27223,135.19,20221209,1,96773,915,672,Bill,26.12,0
88940,23.11,20221026,0,96851,760,534,Personal,7.27,0
19877,94.89,20220111,1,95154,118,916,Bill,61.25,0
73632,60.35,20220817,1,91863,773,941,Bill,11.2,1
26035,23.36,20220608,0,92631,186,322,Bill,24.31,0
75542,239.68,20220820,0,93164,60,1052,Bill,11.55,0
48469,74.21,20220728,0,99518,336,859,Personal,10.12,1
60174,176.67,20220920,0,95577,52,597,,24.19,0
55245,144.19,20220830,1,93164,953,1052,Bill,13.37,0
11221,110.8,20220729,0,98880,139,1006,Personal,9.99,0
88960,243.42,20220312,0,94597,1035,560,Gift,12.82,0
20650,123.23,20220426,0,93164,326,1052,Bill,6.27,0
76966,72.04,20220206,1,90244,560,996,Bill,23.46,0
22586,281.27,20220206,0,97891,218,975,,0.79,0
17351,103.42,20220627,1,98937,44,1052,Personal,14.08,1
64317,3.68,20220310,0,94398,193,408,Personal,2.23,0
71979,49.54,20220627,1,93806,705,788,Bill,5.4,0
10684,7.18,20221221,0,98244,397,432,Gift,38.96,0
82008,2.14,20220119,1,92421,204,570,Personal,30.46,0
10667,8.32,20220406,0,90864,136,1077,Bill,40.79,1
47864,16.84,20220726,0,95238,863,533,Personal,21.49,0
62248,96.75,20220518,0,94783,528,986,Gift,19.85,0
72091,26.55,20220122,1,94715,533,224,Bill,0.92,0
49876,48.89,20220312,0,96515,780,340,Bill,4.3,0
27154,37.96,20221118,1,98244,168,432,Bill,20.56,1
14453,73.62,20220617,0,99230,523,792,Personal,16.91,0
23235,10.99,20220706,1,94916,239,213,Gift,3.18,0
71819,33.51,20220805,1,98873,98,794,Personal,19.79,0
41654,147.97,20220808,0,93005,233,83,,3.64,0
30729,98.11,20220401,1,95730,65,268,Personal,13.35,0
40339,121.49,20221224,0,96502,1067,666,Bill,10.32,0
18725,110.99,20220707,1,95613,20,99,Personal,18.93,0
31634,74.24,20220805,0,98406,742,662,Personal,19.83,0
22741,78.82,20221226,1,95613,183,99,Personal,7.78,0
87695,6.58,20220318,1,98022,997,517,Bill,17.03,0
72091,66.42,20220626,0,95511,533,158,Gift,6.98,0
74400,144.43,20221019,0,99679,1077,445,,18.28,0
56191,126.19,20221024,0,93772,158,624,Personal,29.75,1
13064,135.6,20220626,0,94412,384,225,Personal,4.66,0
55295,31.66,20220325,1,99305,552,397,Personal,12.82,1
43981,111.56,20220816,0,93772,1080,624,Bill,4.67,0
22398,29.37,20221128,0,92858,764,820,Bill,27.85,0
86601,102.8,20220517,1,96428,833,717,Bill,28.31,0
69603,67.1,20220404,1,90873,147,491,,31.6,0
62974,25.02,20221005,1,93471,884,493,Bill,25.9,0
15330,0.9,20220505,1,99518,193,859,Gift,9.56,0
76903,145.97,20220515,0,92158,402,931,Gift,14.9,0
37809,15.96,20220601,0,98873,538,794,Personal,3.02,0
86271,3.66,20220916,0,94482,570,475,,34.1,0
20391,68.19,20220720,0,94544,549,903,Gift,4.19,0
27343,92.77,20221024,1,94567,412,918,Personal,3.99,0
23737,28.7,20220725,0,98517,631,427,Gift,3.76,0
44405,23.68,20220117,0,95730,113,268,Gift,36.14,1
16904,66.51,20221129,0,93673,838,833,Gift,24.37,0
14035,8.47,20220210,0,98804,249,602,Bill,31,0
61777,19.76,20220531,1,98406,324,662,Personal,18.15,0
79789,33.59,20220418,0,98167,1044,321,Personal,40.25,0
15330,49.06,20220226,0,96502,193,666,Personal,9.6,0
17268,119.31,20220911,0,99922,797,637,Personal,7.1,0
41951,140.13,20221222,1,98099,124,320,Personal,17.57,0
34981,85.88,20220411,1,97272,432,894,Personal,25.97,0
52572,63.45,20220706,1,92151,788,1029,Bill,10.26,0
74575,2.24,20220205,0,98329,831,232,Personal,19.77,0
21132,38.4,20220516,0,99331,790,581,Gift,16.59,0
35414,93.4,20221007,0,98406,341,662,Gift,1.73,0
11143,18.46,20221105,0,94567,981,918,Personal,21.48,0
31634,60.81,20220208,1,96851,742,534,Bill,25.96,0
23048,13,20220323,1,91016,570,799,Bill,3.54,0
69190,46.04,20220920,0,99807,805,223,Gift,10.37,0
13064,6.41,20220208,0,98771,384,417,Personal,13.7,0
66381,1031.65,20220322,0,90864,114,1077,Gift,7.82,0
66323,46.29,20220319,1,99679,837,445,Bill,14.63,0
81613,81.39,20220526,0,90232,597,320,,10.76,0
55245,145.54,20221025,0,98658,953,434,Bill,1.94,0
74819,38.47,20220417,1,94509,621,619,Personal,1.52,0
55591,20.36,20220117,1,98721,89,514,Bill,1.88,0
83385,136.94,20221020,0,96851,1033,534,Personal,30.25,1
72409,79.8,20220112,0,95154,1034,916,Bill,23.65,0
68549,9.48,20220821,0,94512,438,1093,Gift,25.34,1
62974,69.14,20220610,0,99035,884,16,Bill,25.38,0
81371,24.11,20221007,0,95223,819,543,Personal,31.48,0
20714,149.15,20221110,1,94783,965,986,Gift,6.38,0
17431,106.05,20220606,0,97308,83,246,Gift,19.91,0
32084,72.31,20221112,1,94260,619,354,Bill,14.17,0
26592,77.08,20220118,0,92880,525,1062,Gift,28.67,0
68306,40.07,20220311,1,99807,124,223,,6.36,0
81479,77.9,20220329,1,90719,292,166,Bill,30.02,0
74819,126.73,20220804,0,95169,621,429,Bill,6.85,0
39949,11.41,20221001,0,96851,267,534,Gift,11.58,0
53885,62.39,20220306,0,97761,602,336,Personal,6.27,0
70327,36.46,20220715,1,93005,581,83,Personal,12.95,0
69388,93.7,20220904,1,97339,401,951,Personal,28.49,0
20684,163.74,20220915,0,96773,372,672,,1.33,0
31503,130.81,20220815,1,97804,475,599,Bill,18.15,1
34198,77.54,20220110,1,90563,808,229,,0.73,0
74749,24.04,20220424,1,95154,594,916,Bill,1.01,0
47864,72.91,20220516,0,98493,863,498,Gift,19.55,0
81115,110.79,20220111,1,90232,394,320,Bill,3.97,0
14236,0.26,20220721,1,92949,268,808,Bill,37.45,0
66323,87.99,20220913,1,91533,837,671,Personal,20.44,0
26035,114.38,20221202,1,97744,186,135,Personal,4.24,0
26035,19.53,20220411,0,94567,186,918,Personal,15.28,0
50495,26.84,20220301,0,99878,392,96,Gift,25.92,0
81479,87.13,20220720,0,97673,292,152,Personal,12.52,0
25235,64.34,20220701,1,96967,320,643,Personal,18.67,0
54699,79.97,20220228,1,98873,673,794,Bill,3.47,0
